dataset,site,n_site,panel,base_rate,n_panels,pooled_on_site,within_site,values_on_site
cand_eicu_regime,60,644,4,0.026397515527950312,30,0.9819870531944835,0.7855333520968195,0.48733464677737126
cand_eicu_regime,61,629,4,0.04451510333863275,30,1.0,0.9778048490610887,0.5090622771571189
cand_eicu_regime,68,1160,4,0.10172413793103448,30,1.0,1.0,0.4957993103223917
cand_eicu_regime,72,552,4,0.03985507246376811,30,0.9456689536878218,0.8678816466552316,0.4330617495711835
cand_eicu_regime,81,649,4,0.04160246533127889,30,0.9839823746576157,0.9381922115041086,0.5019054424199119
cand_eicu_regime,83,547,4,0.056672760511883,30,1.0,0.8219242310577646,0.4200737684421105
cand_eicu_regime,86,623,4,0.08186195826645265,30,0.997994652406417,0.9984574249280131,0.5085527217880158
cand_eicu_regime,87,575,4,0.1391304347826087,30,0.9926010101010101,0.9898232323232324,0.5644318181818182
cand_eicu_regime,88,673,4,0.02823179791976226,30,1.0,0.9053597295992273,0.5853452438435538
cand_eicu_regime,89,665,4,0.18195488721804512,30,1.0,1.0,0.526259419056879
cand_eicu_regime,90,1593,4,0.014438166980539862,30,1.0,0.8433397950706175,0.46356964829687064
cand_eicu_regime,94,1239,4,0.021791767554479417,30,1.0,0.9185001833516685,0.5120706515095954
cand_eicu_regime,96,759,4,0.16600790513833993,30,0.8175230070964667,0.8801624915368991,0.5170327741417788
cand_eicu_regime,98,1228,4,0.07736156351791532,30,0.9995633390625727,0.9421099084870163,0.4954475774608631
cand_eicu_regime,POOLED,47701,5,0.13557367770067713,30,0.9873000413657409,nan,0.5222696197744158
cand_eicu_regime,3,2230,5,0.16322869955156952,30,1.0,1.0,0.4651499358090998
cand_eicu_regime,6,619,5,0.407108239095315,30,0.9999999999999999,1.0,0.478277323645171
cand_eicu_regime,7,1066,5,0.23170731707317074,30,1.0,1.0,0.508383878829223
cand_eicu_regime,10,499,5,0.02404809619238477,30,1.0,0.8747433264887063,0.43882614647501705
cand_eicu_regime,14,569,5,0.040421792618629174,30,1.0,0.9758321388756171,0.5283484631310718
cand_eicu_regime,19,942,5,0.044585987261146494,30,0.9869576719576718,0.9673677248677248,0.48462962962962963
cand_eicu_regime,21,765,5,0.05620915032679739,30,0.9980351736133479,0.9723635895123365,0.5608613025832635
cand_eicu_regime,24,551,5,0.06352087114337568,30,1.0,0.9598006644518272,0.5295681063122923
cand_eicu_regime,26,758,5,0.05408970976253298,30,1.0,0.7903017314691976,0.510766404735177
cand_eicu_regime,28,631,5,0.10618066561014262,30,1.0,0.9856965174129352,0.5200063512226103
cand_eicu_regime,30,926,5,0.023758099352051837,30,0.9382542236524537,0.9239239742558327,0.6287208366854384
cand_eicu_regime,34,1127,5,0.12866015971606035,30,0.99495751106117,0.9982161668656507,0.5131961514151275
cand_eicu_regime,42,1296,5,0.12885802469135801,30,0.9987933786987583,1.0,0.5318203274584578
cand_eicu_regime,45,599,5,0.06343906510851419,30,0.9999999999999999,0.9330847171404447,0.5606764236795196
cand_eicu_regime,46,1124,5,0.07473309608540925,30,0.9570169413919414,0.9119219322344323,0.4965888278388278
cand_eicu_regime,49,1878,5,0.06336528221512247,30,1.0,1.0,0.5306634308072291
cand_eicu_regime,58,880,5,0.10681818181818181,30,0.9820935520545719,0.909899301607926,0.5209043906664501
cand_eicu_regime,61,629,5,0.04451510333863275,30,1.0,0.9778048490610887,0.35770739244116945
cand_eicu_regime,68,1160,5,0.10689655172413794,30,0.9739070868103126,0.9999649707310998,0.5035146033129905
cand_eicu_regime,72,552,5,0.034420289855072464,30,0.9999999999999999,0.8744445541621407,0.3565715414239162
cand_eicu_regime,81,649,5,0.040061633281972264,30,1.0,0.942523768366465,0.5281824916656377
cand_eicu_regime,83,547,5,0.056672760511883,30,1.0,0.8219242310577646,0.5128469617404351
cand_eicu_regime,86,623,5,0.6597110754414125,30,0.7688736629481707,0.847845797181288,0.506340953954919
cand_eicu_regime,87,575,5,0.6347826086956522,30,0.7816960208741031,0.8900195694716242,0.5195107632093934
cand_eicu_regime,88,673,5,0.02823179791976226,30,1.0,0.9107114115564139,0.5477225173024304
cand_eicu_regime,89,665,5,0.18195488721804512,30,1.0,1.0,0.5413147180359746
cand_eicu_regime,90,1593,5,0.015065913370998116,30,0.9962290206076057,0.8089680263437433,0.4914356277884003
cand_eicu_regime,94,1239,5,0.021791767554479417,30,1.0,0.9185001833516685,0.5842042537587091
cand_eicu_regime,96,759,5,0.06324110671936758,30,0.9826242381622128,0.940591303328645,0.5710267229254571
cand_eicu_regime,98,1228,5,0.07736156351791532,30,0.999795605518651,0.9421099084870163,0.5025549310168625
cand_eicu_regime,POOLED,47701,6,0.11301649860589924,30,0.9964144702071578,nan,0.5174343506323578
cand_eicu_regime,3,2230,6,0.06726457399103139,30,0.9929358974358974,0.9969647435897436,0.5187195512820513
cand_eicu_regime,6,619,6,0.5105008077544426,30,0.996976438150144,0.9974411998161842,0.5173423987968416
