dataset,panel,kind,model,value,n_panels,n_cols_missing,n_full,n_dev,n_holdout
sweep_46725,-1,fit,lca_1,-1.453907167841642,3,3,7,60000,60000
sweep_46725,-1,fit,lca_2,-1.4170814781101881,3,3,7,60000,60000
sweep_46725,-1,fit,lca_5,-1.4170788807917434,3,3,7,60000,60000
sweep_46725,0,auroc,values,0.8186751000633934,3,3,7,60000,60000
sweep_46725,0,auroc,panels_tree,0.6277430315517987,3,3,7,60000,60000
sweep_46725,0,auroc,panels_l1,0.6277430315517987,3,3,7,60000,60000
sweep_46725,0,auroc,lca_1,0.5,3,3,7,60000,60000
sweep_46725,0,auroc,lca_2,0.6277430315517987,3,3,7,60000,60000
sweep_46725,0,auroc,lca_5,0.6277430315517987,3,3,7,60000,60000
sweep_46725,0,auroc,both,0.828712232364956,3,3,7,60000,60000
sweep_46725,1,auroc,values,0.9796723973010533,3,3,7,60000,60000
sweep_46725,1,auroc,panels_tree,0.6150362878808336,3,3,7,60000,60000
sweep_46725,1,auroc,panels_l1,0.6150362878808336,3,3,7,60000,60000
sweep_46725,1,auroc,lca_1,0.5,3,3,7,60000,60000
sweep_46725,1,auroc,lca_2,0.6150362878808336,3,3,7,60000,60000
sweep_46725,1,auroc,lca_5,0.6150362878808336,3,3,7,60000,60000
sweep_46725,1,auroc,both,0.9813564895445549,3,3,7,60000,60000
sweep_46725,2,auroc,values,0.7901790677811364,3,3,7,60000,60000
sweep_46725,2,auroc,panels_tree,0.6757094324111907,3,3,7,60000,60000
sweep_46725,2,auroc,panels_l1,0.6757094324111907,3,3,7,60000,60000
sweep_46725,2,auroc,lca_1,0.5,3,3,7,60000,60000
sweep_46725,2,auroc,lca_2,0.6757094324111907,3,3,7,60000,60000
sweep_46725,2,auroc,lca_5,0.6757094324111907,3,3,7,60000,60000
sweep_46725,2,auroc,both,0.824028117291082,3,3,7,60000,60000
