dataset,panel,kind,model,value,n_panels,n_cols_missing,n_full,n_dev,n_holdout
sweep_42080,-1,fit,lca_1,-0.5235234405514395,2,2,5,60000,60000
sweep_42080,-1,fit,lca_2,-0.5231501690061217,2,2,5,60000,60000
sweep_42080,0,auroc,values,0.8547093849495501,2,2,5,60000,60000
sweep_42080,0,auroc,panels_tree,0.5109505229942495,2,2,5,60000,60000
sweep_42080,0,auroc,panels_l1,0.5109505229942495,2,2,5,60000,60000
sweep_42080,0,auroc,lca_1,0.5,2,2,5,60000,60000
sweep_42080,0,auroc,lca_2,0.5109505229942495,2,2,5,60000,60000
sweep_42080,0,auroc,both,0.8562382534650794,2,2,5,60000,60000
sweep_42080,1,auroc,values,0.916013660470996,2,2,5,60000,60000
sweep_42080,1,auroc,panels_tree,0.5175013651379498,2,2,5,60000,60000
sweep_42080,1,auroc,panels_l1,0.5175013651379498,2,2,5,60000,60000
sweep_42080,1,auroc,lca_1,0.5,2,2,5,60000,60000
sweep_42080,1,auroc,lca_2,0.5175013651379498,2,2,5,60000,60000
sweep_42080,1,auroc,both,0.9188952746968916,2,2,5,60000,60000
