dataset,slice,q,draw,k,arm,auprc,prevalence,n,p
sweep_46703,holdout,0.0,-1,0,mask_full,0.34058893088357134,0.2959833333333333,60000,41
sweep_46703,holdout,1.0,0,41,values,0.9909837609418024,0.2959833333333333,60000,41
sweep_46703,holdout,1.0,0,41,values+mask_full,0.9909837609418024,0.2959833333333333,60000,41
sweep_46703,holdout,1.0,0,41,values+mask_kept,0.9909837609418024,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,0,31,values,0.9890592289085072,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,0,31,values+mask_full,0.9890676949023892,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,0,31,values+mask_kept,0.9890592289085072,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,1,31,values,0.9892983747106648,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,1,31,values+mask_full,0.9892983747106648,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,1,31,values+mask_kept,0.9892983747106648,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,2,31,values,0.9885194691298084,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,2,31,values+mask_full,0.9885280413169224,0.2959833333333333,60000,41
sweep_46703,holdout,0.75,2,31,values+mask_kept,0.9885194691298084,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,0,21,values,0.9642294627583213,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,0,21,values+mask_full,0.9642294627583213,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,0,21,values+mask_kept,0.9642294627583213,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,1,21,values,0.9532005519832512,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,1,21,values+mask_full,0.9531428551000061,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,1,21,values+mask_kept,0.9532005519832512,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,2,21,values,0.9692419416879876,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,2,21,values+mask_full,0.9692419416879876,0.2959833333333333,60000,41
sweep_46703,holdout,0.5,2,21,values+mask_kept,0.9692419416879876,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,0,11,values,0.9651326472218298,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,0,11,values+mask_full,0.9651326472218298,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,0,11,values+mask_kept,0.9651326472218298,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,1,11,values,0.744160381341366,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,1,11,values+mask_full,0.7463074192044996,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,1,11,values+mask_kept,0.744160381341366,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,2,11,values,0.9520953740290404,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,2,11,values+mask_full,0.9520004393014492,0.2959833333333333,60000,41
sweep_46703,holdout,0.25,2,11,values+mask_kept,0.9520953740290404,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,0,5,values,0.7080069485470113,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,0,5,values+mask_full,0.7176160021371499,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,0,5,values+mask_kept,0.7080069485470113,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,1,5,values,0.36176759620411714,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,1,5,values+mask_full,0.36578275934136706,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,1,5,values+mask_kept,0.36176759620411714,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,2,5,values,0.5800358376738197,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,2,5,values+mask_full,0.5878341411833883,0.2959833333333333,60000,41
sweep_46703,holdout,0.1,2,5,values+mask_kept,0.5800358376738197,0.2959833333333333,60000,41
