dataset,slice,q,draw,k,arm,auprc,prevalence,n,p
sweep_46725,holdout,0.0,-1,0,mask_full,0.52526061959051,0.4824,60000,12
sweep_46725,holdout,1.0,0,12,values,0.6665625462569182,0.4824,60000,12
sweep_46725,holdout,1.0,0,12,values+mask_full,0.6665625462569182,0.4824,60000,12
sweep_46725,holdout,1.0,0,12,values+mask_kept,0.6665625462569182,0.4824,60000,12
sweep_46725,holdout,0.75,0,9,values,0.6514776914741971,0.4824,60000,12
sweep_46725,holdout,0.75,0,9,values+mask_full,0.65134564921005,0.4824,60000,12
sweep_46725,holdout,0.75,0,9,values+mask_kept,0.6514776914741971,0.4824,60000,12
sweep_46725,holdout,0.75,1,9,values,0.6645602779750804,0.4824,60000,12
sweep_46725,holdout,0.75,1,9,values+mask_full,0.664094631050996,0.4824,60000,12
sweep_46725,holdout,0.75,1,9,values+mask_kept,0.6645602779750804,0.4824,60000,12
sweep_46725,holdout,0.75,2,9,values,0.652179854346294,0.4824,60000,12
sweep_46725,holdout,0.75,2,9,values+mask_full,0.6535354650148559,0.4824,60000,12
sweep_46725,holdout,0.75,2,9,values+mask_kept,0.652179854346294,0.4824,60000,12
sweep_46725,holdout,0.5,0,6,values,0.6470537074249658,0.4824,60000,12
sweep_46725,holdout,0.5,0,6,values+mask_full,0.6470308412137782,0.4824,60000,12
sweep_46725,holdout,0.5,0,6,values+mask_kept,0.6470537074249658,0.4824,60000,12
sweep_46725,holdout,0.5,1,6,values,0.6668579142138769,0.4824,60000,12
sweep_46725,holdout,0.5,1,6,values+mask_full,0.666166565384565,0.4824,60000,12
sweep_46725,holdout,0.5,1,6,values+mask_kept,0.6668579142138769,0.4824,60000,12
sweep_46725,holdout,0.5,2,6,values,0.6406881935305864,0.4824,60000,12
sweep_46725,holdout,0.5,2,6,values+mask_full,0.6405919060248353,0.4824,60000,12
sweep_46725,holdout,0.5,2,6,values+mask_kept,0.6406881935305864,0.4824,60000,12
sweep_46725,holdout,0.25,0,3,values,0.6544620403019532,0.4824,60000,12
sweep_46725,holdout,0.25,0,3,values+mask_full,0.6549002909966972,0.4824,60000,12
sweep_46725,holdout,0.25,0,3,values+mask_kept,0.6544620403019532,0.4824,60000,12
sweep_46725,holdout,0.25,1,3,values,0.6274647574879199,0.4824,60000,12
sweep_46725,holdout,0.25,1,3,values+mask_full,0.6281094535291869,0.4824,60000,12
sweep_46725,holdout,0.25,1,3,values+mask_kept,0.6274647574879199,0.4824,60000,12
sweep_46725,holdout,0.25,2,3,values,0.6481225386107989,0.4824,60000,12
sweep_46725,holdout,0.25,2,3,values+mask_full,0.6495818383002365,0.4824,60000,12
sweep_46725,holdout,0.25,2,3,values+mask_kept,0.6481225386107989,0.4824,60000,12
sweep_46725,holdout,0.1,0,2,values,0.512421492505678,0.4824,60000,12
sweep_46725,holdout,0.1,0,2,values+mask_full,0.5346986649693943,0.4824,60000,12
sweep_46725,holdout,0.1,0,2,values+mask_kept,0.512421492505678,0.4824,60000,12
sweep_46725,holdout,0.1,1,2,values,0.6011692782789463,0.4824,60000,12
sweep_46725,holdout,0.1,1,2,values+mask_full,0.6211662726784883,0.4824,60000,12
sweep_46725,holdout,0.1,1,2,values+mask_kept,0.6011692782789463,0.4824,60000,12
sweep_46725,holdout,0.1,2,2,values,0.5494002793579158,0.4824,60000,12
sweep_46725,holdout,0.1,2,2,values+mask_full,0.5675636919301729,0.4824,60000,12
sweep_46725,holdout,0.1,2,2,values+mask_kept,0.5494002793579158,0.4824,60000,12
