dataset,slice,q,draw,k,arm,auprc,prevalence,n,p
sweep_42080,holdout,0.0,-1,0,mask_full,0.5128938524570003,0.5015666666666667,60000,10
sweep_42080,holdout,1.0,0,10,values,0.6301154284965951,0.5015666666666667,60000,10
sweep_42080,holdout,1.0,0,10,values+mask_full,0.6301154284965951,0.5015666666666667,60000,10
sweep_42080,holdout,1.0,0,10,values+mask_kept,0.6301154284965951,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,0,8,values,0.6296130417505001,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,0,8,values+mask_full,0.6305270110285756,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,0,8,values+mask_kept,0.6296130417505001,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,1,8,values,0.6180835069393107,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,1,8,values+mask_full,0.6180357506256886,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,1,8,values+mask_kept,0.6180835069393107,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,2,8,values,0.6260559557332736,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,2,8,values+mask_full,0.6271358052770114,0.5015666666666667,60000,10
sweep_42080,holdout,0.75,2,8,values+mask_kept,0.6260559557332736,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,0,5,values,0.618366490302501,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,0,5,values+mask_full,0.618366490302501,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,0,5,values+mask_kept,0.618366490302501,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,1,5,values,0.6161885767979702,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,1,5,values+mask_full,0.6174459904535798,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,1,5,values+mask_kept,0.6161885767979702,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,2,5,values,0.6146179675648624,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,2,5,values+mask_full,0.6174240802395443,0.5015666666666667,60000,10
sweep_42080,holdout,0.5,2,5,values+mask_kept,0.6146179675648624,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,0,3,values,0.6071453949846213,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,0,3,values+mask_full,0.6099558041613347,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,0,3,values+mask_kept,0.6071453949846213,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,1,3,values,0.5674075299837724,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,1,3,values+mask_full,0.5674075299837724,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,1,3,values+mask_kept,0.5674075299837724,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,2,3,values,0.6061200948750243,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,2,3,values+mask_full,0.6087092865038738,0.5015666666666667,60000,10
sweep_42080,holdout,0.25,2,3,values+mask_kept,0.6061200948750243,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,0,1,values,0.6006750439248583,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,0,1,values+mask_full,0.604078905925062,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,0,1,values+mask_kept,0.6006750439248583,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,1,1,values,0.5608752717967003,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,1,1,values+mask_full,0.5670532635459877,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,1,1,values+mask_kept,0.5608752717967003,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,2,1,values,0.6006750439248583,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,2,1,values+mask_full,0.604078905925062,0.5015666666666667,60000,10
sweep_42080,holdout,0.1,2,1,values+mask_kept,0.6006750439248583,0.5015666666666667,60000,10
