dataset,slice,q,draw,k,arm,auprc,prevalence,n,p
sweep_41275,holdout,0.0,-1,0,mask_full,0.504082044216027,0.47108333333333335,60000,8
sweep_41275,holdout,1.0,0,8,values,0.8009313633566044,0.47108333333333335,60000,8
sweep_41275,holdout,1.0,0,8,values+mask_full,0.8009313633566044,0.47108333333333335,60000,8
sweep_41275,holdout,1.0,0,8,values+mask_kept,0.8009313633566044,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,0,6,values,0.7867350626848603,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,0,6,values+mask_full,0.7925283604267256,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,0,6,values+mask_kept,0.7867350626848603,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,1,6,values,0.7973698846838287,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,1,6,values+mask_full,0.7974207615302484,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,1,6,values+mask_kept,0.7973698846838287,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,2,6,values,0.7993448901039253,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,2,6,values+mask_full,0.799135214038369,0.47108333333333335,60000,8
sweep_41275,holdout,0.75,2,6,values+mask_kept,0.7993448901039253,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,0,4,values,0.7838091829808161,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,0,4,values+mask_full,0.789270850777106,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,0,4,values+mask_kept,0.7838091829808161,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,1,4,values,0.7969306702607445,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,1,4,values+mask_full,0.7971559149027239,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,1,4,values+mask_kept,0.7969306702607445,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,2,4,values,0.7812735250942531,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,2,4,values+mask_full,0.787905384702575,0.47108333333333335,60000,8
sweep_41275,holdout,0.5,2,4,values+mask_kept,0.7812735250942531,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,0,2,values,0.6443052141261559,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,0,2,values+mask_full,0.6483734037944722,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,0,2,values+mask_kept,0.6443052141261559,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,1,2,values,0.6461144943515829,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,1,2,values+mask_full,0.6665342499843736,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,1,2,values+mask_kept,0.6461144943515829,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,2,2,values,0.7852645383776224,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,2,2,values+mask_full,0.7881537906954489,0.47108333333333335,60000,8
sweep_41275,holdout,0.25,2,2,values+mask_kept,0.7852645383776224,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,0,1,values,0.5843551733246294,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,0,1,values+mask_full,0.6110296899428176,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,0,1,values+mask_kept,0.5843551733246294,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,1,1,values,0.5798511643342693,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,1,1,values+mask_full,0.6036125081815955,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,1,1,values+mask_kept,0.5798511643342693,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,2,1,values,0.5843551733246294,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,2,1,values+mask_full,0.6110296899428176,0.47108333333333335,60000,8
sweep_41275,holdout,0.1,2,1,values+mask_kept,0.5843551733246294,0.47108333333333335,60000,8
