dataset,panel,seed,auroc_values,auroc_panels,auroc_both,imp_values,imp_panels,imp_share_values,n_panels,n_full
sweep_42136,0,0,0.820903321705409,0.626963017002194,0.831077221190398,0.28782003132409706,0.048415632082326354,0.8560068506956557,4,6
sweep_42136,0,1,0.820903321705409,0.626963017002194,0.831077221190398,0.28553210627694114,0.04572908467051651,0.8619545967949812,4,6
sweep_42136,0,2,0.820903321705409,0.626963017002194,0.831077221190398,0.2817732498907568,0.044047068481202434,0.8648117812256327,4,6
sweep_42136,1,0,0.8821404282031868,0.5925487161545772,0.8796630874286497,0.3449793805104914,0.008747201700113671,0.9752712910478815,4,6
sweep_42136,1,1,0.8821404282031868,0.5925487161545772,0.8796630874286497,0.3495438288447562,0.008762680820906477,0.9755441763280188,4,6
sweep_42136,1,2,0.8821404282031868,0.5925487161545772,0.8796630874286497,0.34553563782893226,0.008556031810549203,0.9758366757985001,4,6
sweep_42136,2,0,0.9801487043038316,0.623120496236519,0.9806600391537265,0.45190595990464644,0.002810497906822529,0.9938192298551292,4,6
sweep_42136,2,1,0.9801487043038316,0.623120496236519,0.9806600391537265,0.4482282598164383,0.0028937702227811446,0.993585393684876,4,6
sweep_42136,2,2,0.9801487043038316,0.623120496236519,0.9806600391537265,0.45467937304079964,0.002814562647980856,0.9938478689477197,4,6
sweep_42136,3,0,0.78080604178615,0.6894430674503458,0.8238910962431437,0.19949884076725755,0.11938656132275183,0.6256129614580053,4,6
sweep_42136,3,1,0.78080604178615,0.6894430674503458,0.8238910962431437,0.19605058344697235,0.11802111850940611,0.624222374145003,4,6
sweep_42136,3,2,0.78080604178615,0.6894430674503458,0.8238910962431437,0.19953070851491483,0.1184328105990119,0.6275270479800632,4,6
