dataset,panel,seed,auroc_values,auroc_panels,auroc_both,imp_values,imp_panels,imp_share_values,n_panels,n_full
sweep_42739,0,0,0.8393990481918393,0.8978012107185718,0.9484108838328078,0.06018733769257001,0.18977992666293286,0.24078087923933797,9,24
sweep_42739,0,1,0.8393990481918393,0.8978012107185718,0.9484108838328078,0.061357709846724284,0.19624422679157183,0.2381880767180638,9,24
sweep_42739,0,2,0.8393990481918393,0.8978012107185718,0.9484108838328078,0.05916440404997947,0.19580681311618053,0.23204346242510632,9,24
sweep_42739,1,0,0.7077567186312161,0.9790616049175764,0.9883725469939544,0.010464595448621106,0.3681922510000639,0.027636092009864797,9,24
sweep_42739,1,1,0.7077567186312161,0.9790616049175764,0.9883725469939544,0.01025223774102535,0.3689256464489349,0.02703806885501052,9,24
sweep_42739,1,2,0.7077567186312161,0.9790616049175764,0.9883725469939544,0.010716645157648363,0.36939268800355773,0.028193585957289255,9,24
sweep_42739,2,0,0.6820357947337119,0.9353500219683623,0.9441982055181503,0.01303375830335407,0.35035220098111897,0.03586753414748951,9,24
sweep_42739,2,1,0.6820357947337119,0.9353500219683623,0.9441982055181503,0.011460570209919418,0.35176302958209815,0.031552383205501404,9,24
sweep_42739,2,2,0.6820357947337119,0.9353500219683623,0.9441982055181503,0.012553331512519472,0.3515826987607431,0.03447429111340325,9,24
sweep_42739,3,0,0.7083130185779353,0.871422507402303,0.9039292596371589,0.04629295489554297,0.2554541135628047,0.15341641969235278,9,24
sweep_42739,3,1,0.7083130185779353,0.871422507402303,0.9039292596371589,0.04780912522634284,0.25497890010395585,0.15789635397301424,9,24
sweep_42739,3,2,0.7083130185779353,0.871422507402303,0.9039292596371589,0.04982120597097617,0.25563618626227524,0.16310361850052074,9,24
sweep_42739,4,0,0.6044199710867459,0.8347671623598475,0.9369927333910115,0.1320804231940269,0.4213072457996222,0.238676122715598,9,24
sweep_42739,4,1,0.6044199710867459,0.8347671623598475,0.9369927333910115,0.13456159548505853,0.4207834019627351,0.2423027057117018,9,24
sweep_42739,4,2,0.6044199710867459,0.8347671623598475,0.9369927333910115,0.13248232105004887,0.41737468049082727,0.24093959098236598,9,24
sweep_42739,5,0,0.9416139480729487,0.6497531470959079,0.9972852950243329,0.3664622531688041,0.14904640434404592,0.7108750703370473,9,24
sweep_42739,5,1,0.9416139480729487,0.6497531470959079,0.9972852950243329,0.36542199586229596,0.1470739955351238,0.7130241055464688,9,24
sweep_42739,5,2,0.9416139480729487,0.6497531470959079,0.9972852950243329,0.36353704813114207,0.1464876021474497,0.7127832898519052,9,24
sweep_42739,6,0,0.7064730574436157,0.8190439983682835,0.8772856534810629,0.07843343549553683,0.3225738968185772,0.1955910258371509,9,24
sweep_42739,6,1,0.7064730574436157,0.8190439983682835,0.8772856534810629,0.08399290600855669,0.3114407449491512,0.21240707715474583,9,24
sweep_42739,6,2,0.7064730574436157,0.8190439983682835,0.8772856534810629,0.09321777348739102,0.313528468899102,0.2291791878406952,9,24
sweep_42739,7,0,0.6162031365311165,0.9836171589650063,0.9877720302729107,0.006057786214447303,0.3622283210839915,0.016448587373778956,9,24
sweep_42739,7,1,0.6162031365311165,0.9836171589650063,0.9877720302729107,0.006663526931934838,0.3666420096933344,0.01785006188810911,9,24
sweep_42739,7,2,0.6162031365311165,0.9836171589650063,0.9877720302729107,0.006310479258623269,0.3654678771420625,0.016973767165246494,9,24
sweep_42739,8,0,0.6067403975171857,0.8771066743312786,0.9000611206344118,0.041428133982652215,0.36566063178574204,0.1017668318713123,9,24
sweep_42739,8,1,0.6067403975171857,0.8771066743312786,0.9000611206344118,0.040484752464493456,0.3730879042369767,0.09789030248611584,9,24
sweep_42739,8,2,0.6067403975171857,0.8771066743312786,0.9000611206344118,0.04268184673595854,0.36394773195235786,0.1049649336224859,9,24
