dataset,panel,seed,auroc_values,auroc_panels,auroc_both,imp_values,imp_panels,imp_share_values,n_panels,n_full
cand_nhanes,0,0,1.0,0.8866620479539242,1.0,0.5076866092109931,0.0,1.0,15,5
cand_nhanes,0,1,1.0,0.8866620479539242,1.0,0.49903670624569607,0.0,1.0,15,5
cand_nhanes,0,2,1.0,0.8866620479539242,1.0,0.5095600676112768,0.0,1.0,15,5
cand_nhanes,1,0,0.6326351276359601,0.542822080404489,0.6418950240473549,0.132042452830189,0.01630197928227972,0.8901072386058937,15,5
cand_nhanes,1,1,0.6326351276359601,0.542822080404489,0.6418950240473549,0.12977571217166173,0.02574367986188275,0.8344664319654104,15,5
cand_nhanes,1,2,0.6326351276359601,0.542822080404489,0.6418950240473549,0.12613139721297384,0.01909359970403346,0.8685240137071926,15,5
cand_nhanes,2,0,1.0,0.9933954549028858,1.0,0.41782925339188615,0.0,1.0,15,5
cand_nhanes,2,1,1.0,0.9933954549028858,1.0,0.41146012908220975,0.0,1.0,15,5
cand_nhanes,2,2,1.0,0.9933954549028858,1.0,0.42029258230956734,0.0,1.0,15,5
cand_nhanes,3,0,0.6611733924513723,0.999775330219574,0.9998118520405832,0.00018364764024036973,0.5373325708177149,0.00034165971915642713,15,5
cand_nhanes,3,1,0.6611733924513723,0.999775330219574,0.9998118520405832,0.00022778538600976006,0.5414673256057084,0.0004205047846799611,15,5
cand_nhanes,3,2,0.6611733924513723,0.999775330219574,0.9998118520405832,0.00011752756618577109,0.5333374990133918,0.00022031391650639747,15,5
cand_nhanes,4,0,0.6797957285566656,0.9996145366861867,0.9996079917326903,0.00012934894936267316,0.3157104719255943,0.0004095397122640949,15,5
cand_nhanes,4,1,0.6797957285566656,0.9996145366861867,0.9996079917326903,0.00013899414398887977,0.3186381329658975,0.0004360229519885434,15,5
cand_nhanes,4,2,0.6797957285566656,0.9996145366861867,0.9996079917326903,7.44057871169268e-05,0.3137759214605582,0.00023707411035518673,15,5
cand_nhanes,5,0,0.6863988060518293,1.0,1.0,0.0,0.05082250373643249,0.0,15,5
cand_nhanes,5,1,0.6863988060518293,1.0,1.0,0.0,0.049026053942661574,0.0,15,5
cand_nhanes,5,2,0.6863988060518293,1.0,1.0,0.0,0.05083823126118869,0.0,15,5
cand_nhanes,6,0,0.639528754069945,0.92981829589378,0.937971012451571,0.019573335466077202,0.16647443465092293,0.10520596647714772,15,5
cand_nhanes,6,1,0.639528754069945,0.92981829589378,0.937971012451571,0.017648374528662525,0.17389666116546076,0.09213694557370346,15,5
cand_nhanes,6,2,0.639528754069945,0.92981829589378,0.937971012451571,0.020062173182518683,0.1755435018620427,0.1025643718054104,15,5
cand_nhanes,7,0,0.6395670241667535,0.9789392094099507,0.9787087017109533,0.00244490221498872,0.27087192331636223,0.00894530444745077,15,5
cand_nhanes,7,1,0.6395670241667535,0.9789392094099507,0.9787087017109533,0.003916062972810108,0.276115142674095,0.013984380647019467,15,5
cand_nhanes,7,2,0.6395670241667535,0.9789392094099507,0.9787087017109533,0.0034698508215401658,0.2796521619688681,0.012255673048315227,15,5
cand_nhanes,8,0,0.563839272038945,0.7900336304786725,0.8233504906950438,0.04519980078530661,0.07265907757854673,0.38350781385994537,15,5
cand_nhanes,8,1,0.563839272038945,0.7900336304786725,0.8233504906950438,0.04896237448903484,0.07933035084008955,0.3816457586618876,15,5
cand_nhanes,8,2,0.563839272038945,0.7900336304786725,0.8233504906950438,0.05132666428311372,0.07425313988649151,0.40871750535454804,15,5
cand_nhanes,9,0,0.6465643437299841,0.8110777383285567,0.8752978902500461,0.0991052068384295,0.09644748885541266,0.5067954010390574,15,5
cand_nhanes,9,1,0.6465643437299841,0.8110777383285567,0.8752978902500461,0.11001724565423698,0.09478239995704307,0.5371945118648067,15,5
cand_nhanes,9,2,0.6465643437299841,0.8110777383285567,0.8752978902500461,0.09869857240546387,0.09683669488976732,0.5047609762204314,15,5
cand_nhanes,10,0,0.5655298986543912,0.995679766676257,0.9965291998057004,0.001452455359129301,0.09607047625522969,0.014893475155903186,15,5
cand_nhanes,10,1,0.5655298986543912,0.995679766676257,0.9965291998057004,0.0025261680390005203,0.09087548423734582,0.02704628855522146,15,5
cand_nhanes,10,2,0.5655298986543912,0.995679766676257,0.9965291998057004,0.001142217191586803,0.09093138300627235,0.012405479845821877,15,5
cand_nhanes,11,0,0.6220784774815276,0.9271297545081132,0.9472505984561177,0.037641794715142174,0.24346904742692677,0.13390374568377056,15,5
cand_nhanes,11,1,0.6220784774815276,0.9271297545081132,0.9472505984561177,0.03969252996122985,0.24481550644949335,0.13951286038166136,15,5
cand_nhanes,11,2,0.6220784774815276,0.9271297545081132,0.9472505984561177,0.03418281441520343,0.25057432575224836,0.12004199225733966,15,5
cand_nhanes,12,0,0.6171287383209816,0.9753833968941823,0.9774537247884244,0.006100624337748051,0.32719777544695805,0.018303791262390533,15,5
cand_nhanes,12,1,0.6171287383209816,0.9753833968941823,0.9774537247884244,0.005157466444625447,0.3236728414229658,0.015684279463382623,15,5
cand_nhanes,12,2,0.6171287383209816,0.9753833968941823,0.9774537247884244,0.008329518915677792,0.3279715367771199,0.024768042724452797,15,5
cand_nhanes,13,0,0.5108669794879647,0.6528399372730824,0.7323649909771384,0.08994114116557905,0.19829232130097896,0.31204267677981484,15,5
cand_nhanes,13,1,0.5108669794879647,0.6528399372730824,0.7323649909771384,0.09416028993960313,0.19865737163831476,0.3215662929353302,15,5
cand_nhanes,13,2,0.5108669794879647,0.6528399372730824,0.7323649909771384,0.09208776918464123,0.20193297779947206,0.313201602707366,15,5
cand_nhanes,14,0,0.9343719151896555,0.8143338810110339,0.999139644832022,0.3082551320443808,0.06299982772679347,0.8303057613947464,15,5
cand_nhanes,14,1,0.9343719151896555,0.8143338810110339,0.999139644832022,0.30942385518920645,0.06337799880675055,0.8299954838544396,15,5
cand_nhanes,14,2,0.9343719151896555,0.8143338810110339,0.999139644832022,0.31060784776283745,0.061234452981492216,0.8353214444432032,15,5
