dataset,panel,seed,auroc_values,auroc_panels,auroc_both,imp_values,imp_panels,imp_share_values,n_panels,n_full
cand_airbnb,0,0,0.7362818744839762,0.7654301190705609,0.7904372793248002,0.04049177820607386,0.12879309118142523,0.23919313257339458,4,18
cand_airbnb,0,1,0.7362818744839762,0.7654301190705609,0.7904372793248002,0.04343918268530722,0.1249070316312666,0.258034805603767,4,18
cand_airbnb,0,2,0.7362818744839762,0.7654301190705609,0.7904372793248002,0.03826903700732731,0.1288818996289528,0.2289489833407312,4,18
cand_airbnb,1,0,0.8722034634010247,0.5432356640358966,0.8735419943621248,0.37368073317250916,0.005506791862500915,0.9854773917944888,4,18
cand_airbnb,1,1,0.8722034634010247,0.5432356640358966,0.8735419943621248,0.36952594165267594,0.005898673572711455,0.9842879946239802,4,18
cand_airbnb,1,2,0.8722034634010247,0.5432356640358966,0.8735419943621248,0.37352449637893625,0.005479115410360946,0.9855433688758434,4,18
cand_airbnb,2,0,0.8371216025454649,0.8761454811664614,0.9188552296321985,0.06740076252212224,0.18661821673165213,0.2653375063553278,4,18
cand_airbnb,2,1,0.8371216025454649,0.8761454811664614,0.9188552296321985,0.0703375302885374,0.18334168162847764,0.2772695868810354,4,18
cand_airbnb,2,2,0.8371216025454649,0.8761454811664614,0.9188552296321985,0.06695897667674156,0.18616428278254027,0.26453110954630693,4,18
cand_airbnb,3,0,0.9999965799479804,0.527096194898722,0.9999960890156576,0.34182342027274126,3.624332589602375e-08,0.9999998939706296,4,18
cand_airbnb,3,1,0.9999965799479804,0.527096194898722,0.9999960890156576,0.3381316495681387,4.44804453270109e-08,0.9999998684523039,4,18
cand_airbnb,3,2,0.9999965799479804,0.527096194898722,0.9999960890156576,0.3412876203601104,0.0,1.0,4,18
