dataset,panel,seed,auroc_values,auroc_panels,auroc_both,imp_values,imp_panels,imp_share_values,n_panels,n_full
sweep_42093,0,0,0.8359402200062527,0.9679230858968911,0.9821478126440315,0.022742853587945477,0.3364480345672358,0.06331690011612956,11,13
sweep_42093,0,1,0.8359402200062527,0.9679230858968911,0.9821478126440315,0.022311890919125332,0.33678105999576313,0.06213402647498267,11,13
sweep_42093,0,2,0.8359402200062527,0.9679230858968911,0.9821478126440315,0.023229211560075402,0.338551171202609,0.06420804628125172,11,13
sweep_42093,1,0,0.8112892768374165,0.806073537184283,0.8822718934393918,0.17006472838305964,0.1040528923982108,0.6204078668797478,11,13
sweep_42093,1,1,0.8112892768374165,0.806073537184283,0.8822718934393918,0.17410158096989214,0.10654494818815585,0.620358931543549,11,13
sweep_42093,1,2,0.8112892768374165,0.806073537184283,0.8822718934393918,0.1697231477067016,0.10877203622961262,0.6094293815347039,11,13
sweep_42093,2,0,0.7170822105243546,0.5894549058592673,0.7312504139043845,0.20479325682502048,0.049367635899022155,0.8057622659020816,11,13
sweep_42093,2,1,0.7170822105243546,0.5894549058592673,0.7312504139043845,0.20606433949857939,0.05161797746532504,0.7996836644690851,11,13
sweep_42093,2,2,0.7170822105243546,0.5894549058592673,0.7312504139043845,0.2036058510476324,0.052797281399044826,0.7940848815096875,11,13
sweep_42093,3,0,0.7902994113824731,0.8171342591010297,0.8703017266937308,0.12245213207759165,0.1496324601412673,0.45005169561051,11,13
sweep_42093,3,1,0.7902994113824731,0.8171342591010297,0.8703017266937308,0.12551476714707277,0.14690584863047862,0.46073887172167427,11,13
sweep_42093,3,2,0.7902994113824731,0.8171342591010297,0.8703017266937308,0.12258151811006168,0.15160582512758325,0.44707212471079405,11,13
sweep_42093,4,0,0.9525361629650733,0.9575139448902721,0.9913593972083723,0.05741896822133141,0.166784406076686,0.25610215903801925,11,13
sweep_42093,4,1,0.9525361629650733,0.9575139448902721,0.9913593972083723,0.05723286213167067,0.1694594983150246,0.25246930253359146,11,13
sweep_42093,4,2,0.9525361629650733,0.9575139448902721,0.9913593972083723,0.05876126499113654,0.16425438607497578,0.26348493798633416,11,13
sweep_42093,5,0,0.7957604027005024,0.7550841930734281,0.8657254947168209,0.17853511862751137,0.15199375759200062,0.5401498370415964,11,13
sweep_42093,5,1,0.7957604027005024,0.7550841930734281,0.8657254947168209,0.1790497923279022,0.1553413910476451,0.5354500992534105,11,13
sweep_42093,5,2,0.7957604027005024,0.7550841930734281,0.8657254947168209,0.17761157980086695,0.14931381520017561,0.5432786272241119,11,13
sweep_42093,6,0,0.8749687270873573,0.849115161666366,0.9336577308394448,0.1787552955961943,0.26356141015816625,0.40413417189687967,11,13
sweep_42093,6,1,0.8749687270873573,0.849115161666366,0.9336577308394448,0.1691526659902879,0.25541196000642274,0.39841441239524844,11,13
sweep_42093,6,2,0.8749687270873573,0.849115161666366,0.9336577308394448,0.16862091889455522,0.27237629448673273,0.38236277640322613,11,13
sweep_42093,7,0,0.9985443488574635,0.745870447981239,0.9989277321104385,0.4977913228565859,0.0007971368196983963,0.9984012128555564,11,13
sweep_42093,7,1,0.9985443488574635,0.745870447981239,0.9989277321104385,0.49712003093392465,0.0006648078903622734,0.9986644673792547,11,13
sweep_42093,7,2,0.9985443488574635,0.745870447981239,0.9989277321104385,0.5009820904608544,0.0007788369171188858,0.9984477928140224,11,13
sweep_42093,8,0,0.8237503066163899,0.9627271764873382,0.9719036590463535,0.02882655087320407,0.348927141610594,0.0763104410274969,11,13
sweep_42093,8,1,0.8237503066163899,0.9627271764873382,0.9719036590463535,0.02855664564837168,0.3490776762262088,0.07561983642433827,11,13
sweep_42093,8,2,0.8237503066163899,0.9627271764873382,0.9719036590463535,0.02923543237329085,0.3466564614951517,0.07777617142103863,11,13
sweep_42093,9,0,0.7813090616062742,0.8649716734097714,0.8933192628538817,0.06490550465507106,0.2558394147280568,0.2023586368254888,11,13
sweep_42093,9,1,0.7813090616062742,0.8649716734097714,0.8933192628538817,0.06393954524000389,0.2545669363683569,0.20074801905797535,11,13
sweep_42093,9,2,0.7813090616062742,0.8649716734097714,0.8933192628538817,0.06341127823930637,0.25907355943153765,0.19663336328397993,11,13
sweep_42093,10,0,0.7575640672632842,0.7977968904999841,0.8461444325543729,0.09682215057881716,0.2011658700464003,0.3249196070891432,11,13
sweep_42093,10,1,0.7575640672632842,0.7977968904999841,0.8461444325543729,0.09561593529374457,0.19709672028299174,0.3266545995606203,11,13
sweep_42093,10,2,0.7575640672632842,0.7977968904999841,0.8461444325543729,0.09613162313145152,0.194084985003536,0.33124094361525347,11,13
