dataset,panel,seed,auroc_values,auroc_panels,auroc_both,imp_values,imp_panels,imp_share_values,n_panels,n_full
cand_porto,0,0,0.9591291086469249,0.5364869574244239,0.9593855840827087,0.42823927690706276,2.6359132775044536e-05,0.9999384514409824,5,52
cand_porto,0,1,0.9591291086469249,0.5364869574244239,0.9593855840827087,0.42781175065119625,1.988568697308679e-05,0.9999535198305032,5,52
cand_porto,0,2,0.9591291086469249,0.5364869574244239,0.9593855840827087,0.43040863862125567,2.140984810627966e-05,0.9999502594017717,5,52
cand_porto,1,0,0.8579704492849252,0.8497649753069593,0.9996117473740961,0.07077972590737214,0.36917913804414737,0.1608780540791004,5,52
cand_porto,1,1,0.8579704492849252,0.8497649753069593,0.9996117473740961,0.07062944497960144,0.3684260477173422,0.160866783708257,5,52
cand_porto,1,2,0.8579704492849252,0.8497649753069593,0.9996117473740961,0.06988483493992403,0.36917847504577284,0.15916801370217118,5,52
cand_porto,2,0,0.8721685160285386,0.7909256261269448,0.9995150638210111,0.08107250392553023,0.366291067314227,0.18122285572081312,5,52
cand_porto,2,1,0.8721685160285386,0.7909256261269448,0.9995150638210111,0.08168531464542728,0.36479725710976807,0.18295297468008453,5,52
cand_porto,2,2,0.8721685160285386,0.7909256261269448,0.9995150638210111,0.0797587935597841,0.3672526699824986,0.17842672965866732,5,52
cand_porto,3,0,0.9990306493021982,0.8639637724959651,0.9995050318825195,0.0800769932882699,0.0721808487031167,0.5259301737167662,5,52
cand_porto,3,1,0.9990306493021982,0.8639637724959651,0.9995050318825195,0.07924285662148012,0.07049980445147741,0.5291935915501826,5,52
cand_porto,3,2,0.9990306493021982,0.8639637724959651,0.9995050318825195,0.0828273027190255,0.06985357065294273,0.5424864352015971,5,52
cand_porto,4,0,0.9603872527954281,0.6138017939370903,0.9787449259666612,0.29313796384384805,0.09794816534010464,0.7495483525726544,5,52
cand_porto,4,1,0.9603872527954281,0.6138017939370903,0.9787449259666612,0.2911349220039635,0.09543211886523362,0.7531291890517768,5,52
cand_porto,4,2,0.9603872527954281,0.6138017939370903,0.9787449259666612,0.2862043523778568,0.10135408358415143,0.7384805124095221,5,52
