dataset,panel,kind,model,value,n_panels,n_cols_missing,n_full,n_dev,n_holdout
sweep_42136,-1,fit,lca_1,-1.7440010910808108,4,4,6,60000,60000
sweep_42136,-1,fit,lca_2,-1.7085780391897711,4,4,6,60000,60000
sweep_42136,-1,fit,lca_5,-1.7035720839682655,4,4,6,60000,60000
sweep_42136,-1,fit,lca_10,-1.7035720761073097,4,4,6,60000,60000
sweep_42136,0,auroc,values,0.820903321705409,4,4,6,60000,60000
sweep_42136,0,auroc,panels_tree,0.626963017002194,4,4,6,60000,60000
sweep_42136,0,auroc,panels_l1,0.6269760600015196,4,4,6,60000,60000
sweep_42136,0,auroc,lca_1,0.5,4,4,6,60000,60000
sweep_42136,0,auroc,lca_2,0.6269760600015196,4,4,6,60000,60000
sweep_42136,0,auroc,lca_5,0.6269760600015196,4,4,6,60000,60000
sweep_42136,0,auroc,lca_10,0.6269760600015196,4,4,6,60000,60000
sweep_42136,0,auroc,both,0.831077221190398,4,4,6,60000,60000
sweep_42136,1,auroc,values,0.8821404282031868,4,4,6,60000,60000
sweep_42136,1,auroc,panels_tree,0.5925487161545772,4,4,6,60000,60000
sweep_42136,1,auroc,panels_l1,0.5925834260221254,4,4,6,60000,60000
sweep_42136,1,auroc,lca_1,0.5,4,4,6,60000,60000
sweep_42136,1,auroc,lca_2,0.5329417178055601,4,4,6,60000,60000
sweep_42136,1,auroc,lca_5,0.5925834260221254,4,4,6,60000,60000
sweep_42136,1,auroc,lca_10,0.5925834260221254,4,4,6,60000,60000
sweep_42136,1,auroc,both,0.8796630874286497,4,4,6,60000,60000
sweep_42136,2,auroc,values,0.9801487043038316,4,4,6,60000,60000
sweep_42136,2,auroc,panels_tree,0.623120496236519,4,4,6,60000,60000
sweep_42136,2,auroc,panels_l1,0.623210859141454,4,4,6,60000,60000
sweep_42136,2,auroc,lca_1,0.5,4,4,6,60000,60000
sweep_42136,2,auroc,lca_2,0.6231621907415743,4,4,6,60000,60000
sweep_42136,2,auroc,lca_5,0.6240386533923811,4,4,6,60000,60000
sweep_42136,2,auroc,lca_10,0.6231314415171805,4,4,6,60000,60000
sweep_42136,2,auroc,both,0.9806600391537265,4,4,6,60000,60000
sweep_42136,3,auroc,values,0.78080604178615,4,4,6,60000,60000
sweep_42136,3,auroc,panels_tree,0.6894430674503458,4,4,6,60000,60000
sweep_42136,3,auroc,panels_l1,0.689774374014914,4,4,6,60000,60000
sweep_42136,3,auroc,lca_1,0.5,4,4,6,60000,60000
sweep_42136,3,auroc,lca_2,0.6528894522965822,4,4,6,60000,60000
sweep_42136,3,auroc,lca_5,0.6894843522911219,4,4,6,60000,60000
sweep_42136,3,auroc,lca_10,0.6894843522911219,4,4,6,60000,60000
sweep_42136,3,auroc,both,0.8238910962431437,4,4,6,60000,60000
