db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,46,2230,282,0.12645739910313902,0.10919867408334584,0.38030215493736896,0.47461695929610126,0.4686427794327286,0.3497908804630602,0.3981694424969904,-0.005974179863372675,0.0943148043587323
