db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,94,2516,287,0.11406995230524643,0.10413586565333378,0.3736944779845148,0.4121053049080225,0.4077614293604007,0.29287764724112464,0.3019565096941716,-0.004343875547621778,0.038410826923507724
