db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,34,2161,243,0.11244794076816289,0.1556167595000273,0.3429360870432785,0.37589772650884123,0.37577064568806984,0.25951162397434413,0.28677566817825106,-0.00012708082077139693,0.03296163946556274
