db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,42,2509,219,0.08728577122359506,0.13801377409398943,0.3387440401631458,0.3658722053294632,0.3384883184681721,0.2999355813889719,0.29865720486986347,-0.027383886861291062,0.027128165166317386
