db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,81,1311,92,0.07017543859649122,0.1254947463282107,0.22870149903072062,0.3662625650399579,0.32468776250705894,0.16151115669377838,0.2787050282571171,-0.04157480253289897,0.1375610660092373
