db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,89,1300,116,0.08923076923076922,0.11155236987863222,0.22524399270450052,0.3829050599541476,0.34783610858432357,0.2238315514775817,0.2342916771449827,-0.03506895136982402,0.15766106724964707
