db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,96,1548,159,0.10271317829457365,0.13528011087382857,0.3391577054152085,0.4129978862145865,0.39822683252392915,0.2695647376664444,0.30995947829433745,-0.014771053690657343,0.07384018079937799
