db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,68,2268,149,0.06569664902998236,0.10589912482683037,0.27086884834293495,0.35364298914134124,0.31305584174531753,0.2207471651122233,0.2875077232704344,-0.040587147396023704,0.08277414079840628
