db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,21,1530,100,0.06535947712418301,0.09928296881182574,0.39504359761639546,0.4674870247015265,0.4529753413939538,0.1928379375276353,0.3212459584219941,-0.014511683307572687,0.07244342708513102
