db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,3,4342,293,0.06748042376784892,0.079076124906229,0.28530016360866367,0.3697084713391037,0.3531325344433896,0.23758530950378726,0.24581676464027213,-0.016575936895714072,0.08440830773044
