db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,49,3757,319,0.08490817141336172,0.07923309672037368,0.3140950139684594,0.37051978533325886,0.3391914409751378,0.2633971289422885,0.25974289766709757,-0.03132834435812104,0.05642477136479945
