db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,7,2092,208,0.0994263862332696,0.13552288741881435,0.373124270274762,0.4675854910632045,0.47647513810311015,0.3136686441390519,0.3269004767262172,0.008889647039905635,0.09446122078844249
