db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,98,2523,289,0.11454617518826793,0.08979701939477429,0.4903741902557576,0.46460230574045724,0.45357224488130127,0.4160133227226225,0.33296205889408914,-0.011030060859155977,-0.02577188451530038
