db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,30,1880,203,0.10797872340425532,0.13740094726143542,0.35296867870159615,0.457267413053206,0.43388576986441696,0.2602673658541326,0.3231682833814342,-0.023381643188789047,0.10429873435160986
