db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,19,1951,198,0.10148641722193746,0.11746040391902099,0.4169127223088386,0.46716275445022004,0.4295207234636169,0.27960104495943755,0.37415980885749023,-0.037642030986603126,0.05025003214138146
