db,site,n_T,pos_T,prevalence_T,regime_distance,in_site,transfer,adapted,mask_only_in,mask_only_transfer,gain_adapted,delta_transfer
eicu,88,1392,94,0.06752873563218391,0.13015484703366711,0.21054787542541167,0.3989957038473548,0.38806314394195474,0.21514987239536593,0.30996057679628763,-0.010932559905400041,0.1884478284219431
